,syuzhetr_afinn,syuzhetr_afinn_rstd,syuzhetr_afinn_rzstd,syuzhetr_afinn_smalowess_rzstd
8144,0,0.0,-0.012946511079982062,-0.0382607004622341
8145,0,0.0,-0.012946511079982062,-0.03824077101292903
8146,0,0.0,-0.012946511079982062,-0.038220543615758135
8147,-3,-3.0,-1.697424536837456,-0.038200019060536106
8148,0,0.0,-0.012946511079982062,-0.03817919803932991
8149,2,2.0,1.1100388394250005,-0.038158081147486644
8150,-5,-5.0,-2.8204098873424384,-0.03813666887600187
8151,-3,-3.0,-1.697424536837456,-0.03811496162022852
8152,-4,-4.0,-2.2589172120899472,-0.03809295969102239
8153,-2,-2.0,-1.1359318615849647,-0.03807066328583531
8154,2,2.0,1.1100388394250005,-0.03804807246983096
8155,-1,-1.0,-0.5744391863324734,-0.03802518715294878
8156,2,2.0,1.1100388394250005,-0.03800200708429134
8157,2,2.0,1.1100388394250005,-0.037978531882452024
8158,-3,-3.0,-1.697424536837456,-0.03795476103897234
8159,-3,-3.0,-1.697424536837456,-0.03793069393818883
8160,-2,-2.0,-1.1359318615849647,-0.03790632987348528
8161,-3,-3.0,-1.697424536837456,-0.03788166803627661
8162,-6,-6.0,-3.3819025625949295,-0.037856707496682546
8163,0,0.0,-0.012946511079982062,-0.0378314471847318
8164,0,0.0,-0.012946511079982062,-0.037805885877469
8165,-3,-3.0,-1.697424536837456,-0.037780022190453254
8166,0,0.0,-0.012946511079982062,-0.03775385458928978
8167,1,1.0,0.5485461641725092,-0.037727381402150116
8168,-1,-1.0,-0.5744391863324734,-0.037700600812903634
8169,-1,-1.0,-0.5744391863324734,-0.03767351086544601
8170,0,0.0,-0.012946511079982062,-0.03764610948483024
8171,0,0.0,-0.012946511079982062,-0.0376183945042366
8172,0,0.0,-0.012946511079982062,-0.037590363662556074
8173,1,1.0,0.5485461641725092,-0.03756201459790361
8174,1,1.0,0.5485461641725092,-0.03753334484372617
8175,-1,-1.0,-0.5744391863324734,-0.03750435181886387
8176,0,0.0,-0.012946511079982062,-0.0374750328363936
8177,-3,-3.0,-1.697424536837456,-0.037445385112125314
8178,1,1.0,0.5485461641725092,-0.037415405756359
